order_id,order_date,customer_id,product_id,product,quantity,customer_name,email,country,type,size,unit_price,sales,imported,exported,loyalty_card
QEV-37451-1038,2020-03-02,21539-63283-UT101,K-T-2,Blub,9,Hassan,hassan56@gmail.com,Germany,Electronic,Digital,12,20,15,0,Yes
QEV-37451-1039,2020-03-03,21539-63283-UT102,Z-T-3,Blub,2,Kashif,kashif56@gmail.com,UK,Electronic,Digital,12,13,8,3,Yes
QEV-37451-1040,2020-03-04,21539-63283-UT103,H-T-9,AC,3,Shban,shban56@gmail.com,UK,Electronic,,345,14,9,2,Yes
QEV-37451-1041,2020-03-05,21539-63283-UT104,R-M-3,Camera,9,Dar,dar56@gmail.com,UK,Electronic,Automatic,32,20,15,0,Yes
QEV-37451-1042,2020-03-06,21539-63283-UT105,R-M-1,Laptop,2,Shifiq,shifiq56@gmail.com,Iceland,Electronic,Core i5,77,13,8,3,No
QEV-37451-1043,2020-03-07,21539-63283-UT106,B-N-9,Laptop,6,Usman,usman56@gmail.com,Pakistan,Electronic,Core i5,77,17,12,0,Yes
QEV-37451-1044,2020-03-08,21539-63283-UT107,H-T-9,Phone,2,Hina,hina56@gmail.com,Canada,Electronic,Ipone,2,13,8,3,Yes
QEV-37451-1045,2020-03-09,21539-63283-UT108,O-P-2,Mouse,6,Zaniab,zaniab56@gmail.com,Iceland,Electronic,cable,1,17,12,0,Yes
QEV-37451-1046,2020-03-10,21539-63283-UT109,R-M-3,AC,2,Nouman,nouman56@gmail.com,Pakistan,Electronic,,345,13,8,3,Yes
QEV-37451-1047,2021-03-11,21539-63283-UT110,H-T-9,Mouse,4,Fhad,fhad56@gmail.com,UK,Electronic,cable,1,15,10,1,No
